id,sis_course_id,course_code,name
42152,C.Campus.2019.Spring.CIT 110.1,CIT 110,Introduction to Excel
42154,C.Campus.2019.Spring.BIO 181L.1,BIO 181L,Intro to Biology II Lab
42156,C.Campus.2019.Spring.CHEM 106.4,CHEM 106,General Chemistry II
42158,C.Campus.2019.Spring.BIO 181L.2,BIO 181L,Intro to Biology II Lab
42160,C.Campus.2019.Spring.CIT 110.2,CIT 110,Introduction to Excel
42162,C.Campus.2019.Spring.BIO 181L.3,BIO 181L,Intro to Biology II Lab
42164,C.Campus.2019.Spring.CHEM 106.5,CHEM 106,General Chemistry II
42166,C.Campus.2019.Spring.BIO 181L.4,BIO 181L,Intro to Biology II Lab
42168,C.Campus.2019.Spring.CIT 110.3,CIT 110,Introduction to Excel
42170,C.Campus.2019.Spring.CHEM 106.6,CHEM 106,General Chemistry II
42172,C.Campus.2019.Spring.BIO 181L.5,BIO 181L,Intro to Biology II Lab
42174,C.Campus.2019.Spring.CIT 110.4,CIT 110,Introduction to Excel
42176,C.Campus.2019.Spring.BIO 181L.6,BIO 181L,Intro to Biology II Lab
42178,C.Campus.2019.Spring.CHEM 352.1,CHEM 352,Organic Chemistry II
42180,C.Campus.2019.Spring.CIT 260.1,CIT 260,Object Oriented Programming
42182,C.Campus.2019.Spring.BIO 181L.7,BIO 181L,Intro to Biology II Lab
42184,C.Campus.2019.Spring.CHEM 352.2,CHEM 352,Organic Chemistry II
42186,C.Campus.2019.Spring.CIT 260.2,CIT 260,Object Oriented Programming
42188,C.Campus.2019.Spring.BIO 181L.8,BIO 181L,Intro to Biology II Lab
42190,C.Campus.2019.Spring.CHEM 481.1,CHEM 481,Biochemistry I
42192,C.Campus.2019.Spring.BIO 181L.9,BIO 181L,Intro to Biology II Lab
42194,C.Campus.2019.Spring.CHEM 481.2,CHEM 481,Biochemistry I
42196,C.Campus.2019.Spring.CIT 261.1,CIT 261,Mobile Application Development
42198,C.Campus.2019.Spring.BIO 181L.10,BIO 181L,Intro to Biology II Lab
42200,C.Campus.2019.Spring.CHEM 481.3,CHEM 481,Biochemistry I
42202,C.Campus.2019.Spring.COMM 307.1,COMM 307,Ethics and Legal Issues
42204,C.Campus.2019.Spring.BIO 181L.11,BIO 181L,Intro to Biology II Lab
42206,C.Campus.2019.Spring.CHILD 300.1,CHILD 300,Infant and Toddler Development
42208,C.Campus.2019.Spring.COMM 307.2,COMM 307,Ethics and Legal Issues
42210,C.Campus.2019.Spring.BIO 181L.12,BIO 181L,Intro to Biology II Lab
42212,C.Campus.2019.Spring.CHILD 300.2,CHILD 300,Infant and Toddler Development
42214,C.Campus.2019.Spring.BIO 204.1,BIO 204,Invert/Vertebrate Zoology
42216,C.Campus.2019.Spring.CS 238.1,CS 238,Discrete Mathematics II
42218,C.Campus.2019.Spring.CHILD 400.1,CHILD 400,Research and Evaluation
42220,C.Campus.2019.Spring.CS 364.1,CS 364,Software Engineering I
42222,C.Campus.2019.Spring.CHILD 400.2,CHILD 400,Research and Evaluation
42224,C.Campus.2019.Spring.DANCE 281W.1,DANCE 281W,Social Dance Intermediate II
42226,C.Campus.2019.Spring.DANCE 285M.1,DANCE 285M,Intl Latin Technique 1
42228,C.Campus.2019.Spring.ECD 380.1,ECD 380,Early Childhood Dev: Prog Mgmt
42230,C.Campus.2019.Spring.ECEN 250.1,ECEN 250,Electric Circuit Analysis II
42232,C.Campus.2019.Spring.ECON 499.1,ECON 499,Senior Capstone
42234,C.Campus.2019.Spring.ECON 499.2,ECON 499,Senior Capstone
42236,C.Campus.2019.Spring.ED 346E.1,ED 346E,Elementary Literacy Practicum
42238,C.Campus.2019.Spring.FDCIV 101.4,FDCIV 101,Freedom and Civil Society
42240,C.Campus.2019.Spring.ED 346E.2,ED 346E,Elementary Literacy Practicum
42242,C.Campus.2019.Spring.FDCIV 101.5,FDCIV 101,Freedom and Civil Society
42244,C.Campus.2019.Spring.FDCIV 101.6,FDCIV 101,Freedom and Civil Society
42246,C.Campus.2019.Spring.FDREL 100.1,FDREL 100,Introduction to Mormonism
42248,C.Campus.2019.Spring.FDREL 215.1,FDREL 215,Scripture Study
42250,C.Campus.2019.Spring.ED 346E.3,ED 346E,Elementary Literacy Practicum
42252,C.Campus.2019.Spring.FDREL 342.1,FDREL 342,Church History
42254,C.Campus.2019.Spring.ED 346E.4,ED 346E,Elementary Literacy Practicum
42256,C.Campus.2019.Spring.FDREL 390R.1,FDREL 390R,Special Topics in Religion
42258,C.Campus.2019.Spring.ESS 178.1,ESS 178,Weight Training
42260,C.Campus.2019.Spring.FDSCI 201.1,FDSCI 201,Natural Disasters
42262,C.Campus.2019.Spring.ESS 178.2,ESS 178,Weight Training
42264,C.Campus.2019.Spring.FDSCI 201.2,FDSCI 201,Natural Disasters
42266,C.Campus.2019.Spring.ESS 205.1,ESS 205,Intramurals
42268,C.Campus.2019.Spring.FDSCI 201.3,FDSCI 201,Natural Disasters
42270,C.Campus.2019.Spring.MUSIC 161S.1,MUSIC 161S,Music Lessons - Tuba II
42272,C.Campus.2019.Spring.ESS 483.1,ESS 483,Sports Law
42274,C.Campus.2019.Spring.FDSCI 201.4,FDSCI 201,Natural Disasters
42276,C.Campus.2019.Spring.MUSIC 165B.1,MUSIC 165B,Diction for Singers II
42278,C.Campus.2019.Spring.ESS 498.1,ESS 498,Internship
42280,C.Campus.2019.Spring.FDSCI 201.5,FDSCI 201,Natural Disasters
42282,C.Campus.2019.Spring.MUSIC 260A.1,MUSIC 260A,Music Lessons - Piano III
42284,C.Campus.2019.Spring.FCS 140.1,FCS 140,Intro to Interior Design
42286,C.Campus.2019.Spring.GE 101.1,GE 101,College Success
42288,C.Campus.2019.Spring.MUSIC 260F.1,MUSIC 260F,Music Lessons - Viola III
42290,C.Campus.2019.Spring.FCS 140.2,FCS 140,Intro to Interior Design
42292,C.Campus.2019.Spring.GE 101.2,GE 101,College Success
42294,C.Campus.2019.Spring.MUSIC 260I.1,MUSIC 260I,Music Lessons-Classical Guitar 3
42296,C.Campus.2019.Spring.FDCIV 101.1,FDCIV 101,Freedom and Civil Society
42298,C.Campus.2019.Spring.GE 101.3,GE 101,College Success
42300,C.Campus.2019.Spring.MUSIC 261J.1,MUSIC 261J,Music Lessons - Flute IV
42302,C.Campus.2019.Spring.FDCIV 101.2,FDCIV 101,Freedom and Civil Society
42304,C.Campus.2019.Spring.GE 101.4,GE 101,College Success
42306,C.Campus.2019.Spring.FDCIV 101.3,FDCIV 101,Freedom and Civil Society
42308,C.Campus.2019.Spring.MUSIC 261O.1,MUSIC 261O,Music Lessons - Trumpet IV
42310,C.Campus.2019.Spring.GE 101.5,GE 101,College Success
42312,C.Campus.2019.Spring.GE 101.6,GE 101,College Success
42314,C.Campus.2019.Spring.MUSIC 261T.1,MUSIC 261T,Music Lessons - Percussion IV
42316,C.Campus.2019.Spring.GE 101.7,GE 101,College Success
42318,C.Campus.2019.Spring.MUSIC 313.1,MUSIC 313,Women's Chorus
42320,C.Campus.2019.Spring.GE 101.8,GE 101,College Success
42322,C.Campus.2019.Spring.MUSIC 316.1,MUSIC 316,University Choir Women
42324,C.Campus.2019.Spring.GE 101.20,GE 101,College Success
42326,C.Campus.2019.Spring.GE 101.9,GE 101,College Success
42328,C.Campus.2019.Spring.MUSIC 331.1,MUSIC 331,Symphony Band
42330,C.Campus.2019.Spring.GE 101.21,GE 101,College Success
42332,C.Campus.2019.Spring.GE 101.10,GE 101,College Success
42334,C.Campus.2019.Spring.MUSIC 343B.1,MUSIC 343B,Chamber Brass
42336,C.Campus.2019.Spring.GE 101.22,GE 101,College Success
42338,C.Campus.2019.Spring.GE 101.11,GE 101,College Success
42340,C.Campus.2019.Spring.MUSIC 360C.1,MUSIC 360C,Music Lessons - Harp V
42342,C.Campus.2019.Spring.GE 101.23,GE 101,College Success
42344,C.Campus.2019.Spring.MUSIC 361N.1,MUSIC 361N,Music Lessons - Saxophone VI
42346,C.Campus.2019.Spring.GE 101.12,GE 101,College Success
42348,C.Campus.2019.Spring.GE 101.24,GE 101,College Success
42350,C.Campus.2019.Spring.MUSIC 361Q.1,MUSIC 361Q,Music Lessons - Trombone VI
42352,C.Campus.2019.Spring.GE 101.13,GE 101,College Success
42354,C.Campus.2019.Spring.GE 101.25,GE 101,College Success
42356,C.Campus.2019.Spring.MUSIC 365C.1,MUSIC 365C,Junior Recital Harp
42358,C.Campus.2019.Spring.GE 101.14,GE 101,College Success
42360,C.Campus.2019.Spring.GE 101.51,GE 101,College Success
42362,C.Campus.2019.Spring.GE 101.26,GE 101,College Success
42364,C.Campus.2019.Spring.MUSIC 406.1,MUSIC 406,Brass Literature
42366,C.Campus.2019.Spring.GE 101.15,GE 101,College Success
42368,C.Campus.2019.Spring.GE 101.52,GE 101,College Success
42370,C.Campus.2019.Spring.GE 101.27,GE 101,College Success
42372,C.Campus.2019.Spring.MUSIC 460A.1,MUSIC 460A,Music Lessons - Piano VII
42374,C.Campus.2019.Spring.GE 101.16,GE 101,College Success
42376,C.Campus.2019.Spring.GE 101.28,GE 101,College Success
42378,C.Campus.2019.Spring.GE 101.53,GE 101,College Success
42380,C.Campus.2019.Spring.MUSIC 460D.1,MUSIC 460D,Music Lessons - Voice VII
42382,C.Campus.2019.Spring.GE 101.17,GE 101,College Success
42384,C.Campus.2019.Spring.GE 101.54,GE 101,College Success
42386,C.Campus.2019.Spring.MUSIC 460F.1,MUSIC 460F,Music Lessons - Viola VII
42388,C.Campus.2019.Spring.GE 101.29,GE 101,College Success
42390,C.Campus.2019.Spring.GE 101.18,GE 101,College Success
42392,C.Campus.2019.Spring.MUSIC 460R.1,MUSIC 460R,Music Lessons - Euphonium VII
42394,C.Campus.2019.Spring.GE 101.30,GE 101,College Success
42396,C.Campus.2019.Spring.GE 101.55,GE 101,College Success
42398,C.Campus.2019.Spring.GE 101.19,GE 101,College Success
42400,C.Campus.2019.Spring.MUSIC 460S.1,MUSIC 460S,Music Lessons - Tuba VII
42402,C.Campus.2019.Spring.GE 101.56,GE 101,College Success
42404,C.Campus.2019.Spring.GE 101.31,GE 101,College Success
42406,C.Campus.2019.Spring.GE 101.57,GE 101,College Success
42408,C.Campus.2019.Spring.GE 101.32,GE 101,College Success
42410,C.Campus.2019.Spring.MUSIC 462A.1,MUSIC 462A,Senior Recital Piano
42412,C.Campus.2019.Spring.GE 101.58,GE 101,College Success
42414,C.Campus.2019.Spring.GE 101.33,GE 101,College Success
42416,C.Campus.2019.Spring.MUSIC 462P.1,MUSIC 462P,Senior Recital French Horn
42418,C.Campus.2019.Spring.MUSIC 462R.1,MUSIC 462R,Senior Recital Euphonium
42420,C.Campus.2019.Spring.GE 101.59,GE 101,College Success
42422,C.Campus.2019.Spring.GE 101.34,GE 101,College Success
42424,C.Campus.2019.Spring.GE 101.60,GE 101,College Success
42426,C.Campus.2019.Spring.GE 101.35,GE 101,College Success
42428,C.Campus.2019.Spring.MUSIC 462T.1,MUSIC 462T,Senior Recital Percussion
42430,C.Campus.2019.Spring.GE 101.61,GE 101,College Success
42432,C.Campus.2019.Spring.GE 101.36,GE 101,College Success
42434,C.Campus.2019.Spring.NURS 420.1,NURS 420,Evidence Based Practice
42436,C.Campus.2019.Spring.GE 101.62,GE 101,College Success
42438,C.Campus.2019.Spring.GE 101.37,GE 101,College Success
42440,C.Campus.2019.Spring.NURS 420.2,NURS 420,Evidence Based Practice
42442,C.Campus.2019.Spring.GE 101.63,GE 101,College Success
42444,C.Campus.2019.Spring.GE 101.38,GE 101,College Success
42446,C.Campus.2019.Spring.NURS 490C.1,NURS 490C,Nursing Capstone Clinical
42448,C.Campus.2019.Spring.GE 101.39,GE 101,College Success
42450,C.Campus.2019.Spring.GE 101.64,GE 101,College Success
42452,C.Campus.2019.Spring.PH 488.1,PH 488,Senior Thesis
42454,C.Campus.2019.Spring.HIST 490.1,HIST 490,Senior Thesis
42456,C.Campus.2019.Spring.GE 101.40,GE 101,College Success
42458,C.Campus.2019.Spring.GE 101.65,GE 101,College Success
42460,C.Campus.2019.Spring.HRHP 359.1,HRHP 359,Intro to Kines and Biomechanics
42462,C.Campus.2019.Spring.GE 101.41,GE 101,College Success
42464,C.Campus.2019.Spring.GE 101.66,GE 101,College Success
42466,C.Campus.2019.Spring.HRHP 359.2,HRHP 359,Intro to Kines and Biomechanics
42468,C.Campus.2019.Spring.GE 101.42,GE 101,College Success
42470,C.Campus.2019.Spring.GE 101.67,GE 101,College Success
42472,C.Campus.2019.Spring.GE 101.43,GE 101,College Success
42474,C.Campus.2019.Spring.HRHP 359.3,HRHP 359,Intro to Kines and Biomechanics
42476,C.Campus.2019.Spring.GE 101.68,GE 101,College Success
42478,C.Campus.2019.Spring.GE 101.44,GE 101,College Success
42480,C.Campus.2019.Spring.HRHP 359.4,HRHP 359,Intro to Kines and Biomechanics
42482,C.Campus.2019.Spring.GE 101.69,GE 101,College Success
42484,C.Campus.2019.Spring.GE 101.45,GE 101,College Success
42486,C.Campus.2019.Spring.HRHP 359.5,HRHP 359,Intro to Kines and Biomechanics
42488,C.Campus.2019.Spring.GEOL 260.1,GEOL 260,Earth Science
42490,C.Campus.2019.Spring.GE 101.46,GE 101,College Success
42492,C.Campus.2019.Spring.HS 450.1,HS 450,Sanitation & Water Quality Mgmt
42494,C.Campus.2019.Spring.GEOL 260L.1,GEOL 260L,Earth Science Lab
42496,C.Campus.2019.Spring.GE 101.47,GE 101,College Success
42498,C.Campus.2019.Spring.ME 250.2,ME 250,Materials Science
42500,C.Campus.2019.Spring.HUM 350R.1,HUM 350R,Junior Seminar in the Humanities
42502,C.Campus.2019.Spring.GEOL 490R.1,GEOL 490R,Research Methods
42504,C.Campus.2019.Spring.GE 101.48,GE 101,College Success
42506,C.Campus.2019.Spring.ME 250L.1,ME 250L,Materials Lab
42508,C.Campus.2019.Spring.GEOL 490R.2,GEOL 490R,Research Methods
42510,C.Campus.2019.Spring.INTST 300.1,INTST 300,Cultural Paradigms
42512,C.Campus.2019.Spring.GE 101.49,GE 101,College Success
42514,C.Campus.2019.Spring.ME 250L.2,ME 250L,Materials Lab
42516,C.Campus.2019.Spring.GS 100.5,GS 100,Career Exploration
42518,C.Campus.2019.Spring.GE 101.50,GE 101,College Success
42520,C.Campus.2019.Spring.INTST 349.1,INTST 349,African Culture
42522,C.Campus.2019.Spring.ME 250L.3,ME 250L,Materials Lab
42524,C.Campus.2019.Spring.GS 100.6,GS 100,Career Exploration
42526,C.Campus.2019.Spring.INTST 499.1,INTST 499,Capstone in Int'l Studies
42528,C.Campus.2019.Spring.ME 250L.4,ME 250L,Materials Lab
42530,C.Campus.2019.Spring.GS 100.7,GS 100,Career Exploration
42532,C.Campus.2019.Spring.MKT 100.1,MKT 100,Introduction to Marketing
42534,C.Campus.2019.Spring.LANG 321.1,LANG 321,Advanced Grammar in Languages
42536,C.Campus.2019.Spring.GS 100.8,GS 100,Career Exploration
42538,C.Campus.2019.Spring.MKT 230.1,MKT 230,Advertising Principles
42540,C.Campus.2019.Spring.MATH 100A.1,MATH 100A,Arithmetic
42542,C.Campus.2019.Spring.GS 100.9,GS 100,Career Exploration
42544,C.Campus.2019.Spring.MKT 250.1,MKT 250,Web Business Creation
42546,C.Campus.2019.Spring.MATH 119.1,MATH 119,Calculus for Business & Life Sci
42548,C.Campus.2019.Spring.GS 103D.1,GS 103D,Textbook Study
42550,C.Campus.2019.Spring.MKT 451.1,MKT 451,Search Marketing
42552,C.Campus.2019.Spring.NURS 490.2,NURS 490,Nursing Capstone
42554,C.Campus.2019.Spring.HIST 325.1,HIST 325,Middle East: Muhammad to 1800
42556,C.Campus.2019.Spring.MATH 316.1,MATH 316,Diff Equations w/ Linear Algebra
42558,C.Campus.2019.Spring.MS 101.1,MS 101,Leadership/Personal Development
42560,C.Campus.2019.Spring.NUTR 330.1,NUTR 330,Nutrition in the Life Cycle
42562,C.Campus.2019.Spring.HIST 394.1,HIST 394,Public History
42564,C.Campus.2019.Spring.MATH 316.2,MATH 316,Diff Equations w/ Linear Algebra
42566,C.Campus.2019.Spring.MUSIC 158D.1,MUSIC 158D,Music Lessons - Voice
42568,C.Campus.2019.Spring.PH 121.1,PH 121,Principles of Physics I
42570,C.Campus.2019.Spring.MUSIC 158G.1,MUSIC 158G,Music Lessons - Cello
42572,C.Campus.2019.Spring.MATH 316.3,MATH 316,Diff Equations w/ Linear Algebra
42574,C.Campus.2019.Spring.PH 121.2,PH 121,Principles of Physics I
42576,C.Campus.2019.Spring.MUSIC 158N.1,MUSIC 158N,Applied Saxophone
42578,C.Campus.2019.Spring.MATH 498R.1,MATH 498R,Internship
42580,C.Campus.2019.Spring.PH 121.3,PH 121,Principles of Physics I
42582,C.Campus.2019.Spring.MUSIC 158Z.1,MUSIC 158Z,Music Lessons - Jazz Piano
42584,C.Campus.2019.Spring.PH 121.4,PH 121,Principles of Physics I
42586,C.Campus.2019.Spring.MATH 498R.2,MATH 498R,Internship
42588,C.Campus.2019.Spring.MUSIC 160B.1,MUSIC 160B,Music Lessons - Organ I
42590,C.Campus.2019.Spring.PH 121.5,PH 121,Principles of Physics I
42592,C.Campus.2019.Spring.MUSIC 160S.1,MUSIC 160S,Music Lessons - Tuba I
42594,C.Campus.2019.Spring.ME 101.1,ME 101,Intro to Engineering and Tech
42596,C.Campus.2019.Spring.PH 121.6,PH 121,Principles of Physics I
42598,C.Campus.2019.Spring.MUSIC 161B.1,MUSIC 161B,Music Lessons - Organ II
42600,C.Campus.2019.Spring.ME 172.1,ME 172,Parametric Mechanical CAD
42602,C.Campus.2019.Spring.TA 115.2,TA 115,Introduction to Theatre
42604,C.Campus.2019.Spring.PH 220.1,PH 220,Principles of Physics III
42606,C.Campus.2019.Spring.MUSIC 161E.1,MUSIC 161E,Music Lessons - Violin II
42608,C.Campus.2019.Spring.ME 172.2,ME 172,Parametric Mechanical CAD
42610,C.Campus.2019.Spring.PH 250.1,PH 250,Intermediate Physics Lab
42612,C.Campus.2019.Spring.MUSIC 161I.1,MUSIC 161I,Music Lessons-Classical Guitar 2
42614,C.Campus.2019.Spring.TA 121.1,TA 121,Voice Diction
42616,C.Campus.2019.Spring.ME 172.3,ME 172,Parametric Mechanical CAD
42618,C.Campus.2019.Spring.PHIL 110.1,PHIL 110,Philosophical Reasoning
42620,C.Campus.2019.Spring.MUSIC 161J.1,MUSIC 161J,Music Lessons - Flute II
42622,C.Campus.2019.Spring.TA 121.2,TA 121,Voice Diction
42624,C.Campus.2019.Spring.ME 202.1,ME 202,Strength of Materials
42626,C.Campus.2019.Spring.PHIL 110.2,PHIL 110,Philosophical Reasoning
42628,C.Campus.2019.Spring.MUSIC 161O.1,MUSIC 161O,Music Lessons - Trumpet II
42630,C.Campus.2019.Spring.ACCTG 333A.1,ACCTG 333A,Advanced Spreadsheet Application
42632,C.Campus.2019.Spring.ME 202.2,ME 202,Strength of Materials
42634,C.Campus.2019.Spring.POLSC 311.1,POLSC 311,State and Local Government
42636,C.Campus.2019.Spring.MUSIC 260E.1,MUSIC 260E,Music Lessons - Violin III
42638,C.Campus.2019.Spring.ACCTG 333A.2,ACCTG 333A,Advanced Spreadsheet Application
42640,C.Campus.2019.Spring.ME 231L.1,ME 231L,Manufacturing Processes I Lab
42642,C.Campus.2019.Spring.MUSIC 260O.1,MUSIC 260O,Music Lessons - Trumpet III
42644,C.Campus.2019.Spring.ACCTG 333A.3,ACCTG 333A,Advanced Spreadsheet Application
42646,C.Campus.2019.Spring.ME 231L.2,ME 231L,Manufacturing Processes I Lab
42648,C.Campus.2019.Spring.POLSC 360.1,POLSC 360,Modern Political Theory
42650,C.Campus.2019.Spring.MUSIC 343A.1,MUSIC 343A,Chamber Woodwinds
42652,C.Campus.2019.Spring.ACCTG 398R.1,ACCTG 398R,Professional Internship
42654,C.Campus.2019.Spring.ME 231L.3,ME 231L,Manufacturing Processes I Lab
42656,C.Campus.2019.Spring.MUSIC 360G.1,MUSIC 360G,Music Lessons - Cello V
42658,C.Campus.2019.Spring.PSYCH 376.1,PSYCH 376,Cognition
42660,C.Campus.2019.Spring.AGBUS 210.1,AGBUS 210,Agricultural Economics
42662,C.Campus.2019.Spring.ME 231L.4,ME 231L,Manufacturing Processes I Lab
42664,C.Campus.2019.Spring.MUSIC 365R.1,MUSIC 365R,Junior Recital Euphonium
42666,C.Campus.2019.Spring.AGTEC 360.1,AGTEC 360,Fluid Power Technology
42668,C.Campus.2019.Spring.PSYCH 376.2,PSYCH 376,Cognition
42670,C.Campus.2019.Spring.MUSIC 373.1,MUSIC 373,Brass Methods
42672,C.Campus.2019.Spring.ME 231L.5,ME 231L,Manufacturing Processes I Lab
42674,C.Campus.2019.Spring.ART 210.1,ART 210,Drawing II
42676,C.Campus.2019.Spring.MUSIC 460O.1,MUSIC 460O,Music Lessons - Trumpet VII
42678,C.Campus.2019.Spring.PTA 299.1,PTA 299,Seminar
42680,C.Campus.2019.Spring.ME 250.1,ME 250,Materials Science
42682,C.Campus.2019.Spring.ART 312R.1,ART 312R,Figure Drawing
42684,C.Campus.2019.Spring.MUSIC 491.1,MUSIC 491,Piano Teaching 3
42686,C.Campus.2019.Spring.RM 200.1,RM 200,Leadership
42688,C.Campus.2019.Spring.ART 342R.1,ART 342R,Entertainment Illustration I
42690,C.Campus.2019.Spring.NURS 422C.1,NURS 422C,Adult Health II Clinical
42692,C.Campus.2019.Spring.ART 495B.1,ART 495B,BFA Project Drawing
42694,C.Campus.2019.Spring.RM 223F.1,RM 223F,Rock Climbing
42696,C.Campus.2019.Spring.NURS 490.1,NURS 490,Nursing Capstone
42698,C.Campus.2019.Spring.AS 398R.1,AS 398R,Internship
42702,C.Campus.2019.Spring.AS 430.1,AS 430,Applied Reproduction
42704,C.Campus.2019.Spring.SCM 466.1,SCM 466,Global Sourcing
42706,C.Campus.2019.Spring.AUTO 231.1,AUTO 231,Vehicle Electronics
42708,C.Campus.2019.Spring.SOC 111.1,SOC 111,Introduction to Sociology
42710,C.Campus.2019.Spring.AUTO 232L.1,AUTO 232L,Engine Management Systems LB
42712,C.Campus.2019.Spring.SOC 111.2,SOC 111,Introduction to Sociology
42714,C.Campus.2019.Spring.AUTO 232L.2,AUTO 232L,Engine Management Systems LB
42716,C.Campus.2019.Spring.SOC 111.3,SOC 111,Introduction to Sociology
42718,C.Campus.2019.Spring.AUTO 351L.1,AUTO 351L,Internal Combust Engine Lab
42720,C.Campus.2019.Spring.SOC 111.4,SOC 111,Introduction to Sociology
42722,C.Campus.2019.Spring.AUTO 481.1,AUTO 481,Drivability & Diagnostics
42724,C.Campus.2019.Spring.SOC 111.5,SOC 111,Introduction to Sociology
42726,C.Campus.2019.Spring.BUS 110.1,BUS 110,Intro. to Entrepreneurship
42728,C.Campus.2019.Spring.BIO 230.1,BIO 230,Essential Human Anat & Phys
42730,C.Campus.2019.Spring.DANCE 180M.1,DANCE 180M,Social Dance  Beginning
42732,C.Campus.2019.Spring.SOC 360.1,SOC 360,Sociology of Religion
42734,C.Campus.2019.Spring.BUS 321.1,BUS 321,Organizational Leadership
42736,C.Campus.2019.Spring.BIO 230.2,BIO 230,Essential Human Anat & Phys
42738,C.Campus.2019.Spring.DANCE 180M.2,DANCE 180M,Social Dance  Beginning
42740,C.Campus.2019.Spring.BUS 321.2,BUS 321,Organizational Leadership
42742,C.Campus.2019.Spring.SOC 400.1,SOC 400,Sociological Analysis
42744,C.Campus.2019.Spring.BIO 230.3,BIO 230,Essential Human Anat & Phys
42746,C.Campus.2019.Spring.CHEM 105L.1,CHEM 105L,General Chemistry Lab I
42748,C.Campus.2019.Spring.SOC 462.1,SOC 462,Sociology of Health
42750,C.Campus.2019.Spring.DANCE 180M.3,DANCE 180M,Social Dance  Beginning
42752,C.Campus.2019.Spring.CHEM 105L.2,CHEM 105L,General Chemistry Lab I
42754,C.Campus.2019.Spring.DANCE 180M.4,DANCE 180M,Social Dance  Beginning
42756,C.Campus.2019.Spring.BIO 240.1,BIO 240,Neurobiology
42758,C.Campus.2019.Spring.SPAN 321.1,SPAN 321,Advanced Grammar and Composition
42760,C.Campus.2019.Spring.CHEM 105L.3,CHEM 105L,General Chemistry Lab I
42762,C.Campus.2019.Spring.DANCE 180M.5,DANCE 180M,Social Dance  Beginning
42764,C.Campus.2019.Spring.BIO 240.2,BIO 240,Neurobiology
42766,C.Campus.2019.Spring.SW 465.1,SW 465,SW in Community Mental Health
42768,C.Campus.2019.Spring.CHEM 105L.4,CHEM 105L,General Chemistry Lab I
42770,C.Campus.2019.Spring.DANCE 180M.6,DANCE 180M,Social Dance  Beginning
42772,C.Campus.2019.Spring.BIO 376.1,BIO 376,Cell and Molecular Biology
42774,C.Campus.2019.Spring.CHEM 105L.5,CHEM 105L,General Chemistry Lab I
42776,C.Campus.2019.Spring.DANCE 180M.7,DANCE 180M,Social Dance  Beginning
42778,C.Campus.2019.Spring.BIO 376.2,BIO 376,Cell and Molecular Biology
42780,C.Campus.2019.Spring.CHEM 105L.6,CHEM 105L,General Chemistry Lab I
42782,C.Campus.2019.Spring.DANCE 180M.8,DANCE 180M,Social Dance  Beginning
42784,C.Campus.2019.Spring.BIO 398.1,BIO 398,Occupational Internship
42786,C.Campus.2019.Spring.CHEM 105L.7,CHEM 105L,General Chemistry Lab I
42788,C.Campus.2019.Spring.DANCE 180M.9,DANCE 180M,Social Dance  Beginning
42790,C.Campus.2019.Spring.BIO 398.2,BIO 398,Occupational Internship
42792,C.Campus.2019.Spring.CHEM 105L.8,CHEM 105L,General Chemistry Lab I
42794,C.Campus.2019.Spring.DANCE 180M.10,DANCE 180M,Social Dance  Beginning
42796,C.Campus.2019.Spring.BIO 398.3,BIO 398,Occupational Internship
42798,C.Campus.2019.Spring.DANCE 180M.11,DANCE 180M,Social Dance  Beginning
42800,C.Campus.2019.Spring.CHEM 105L.9,CHEM 105L,General Chemistry Lab I
42802,C.Campus.2019.Spring.BIO 398.4,BIO 398,Occupational Internship
42804,C.Campus.2019.Spring.CHEM 105L.10,CHEM 105L,General Chemistry Lab I
42806,C.Campus.2019.Spring.DANCE 180M.12,DANCE 180M,Social Dance  Beginning
42808,C.Campus.2019.Spring.CHEM 351.1,CHEM 351,Organic Chemistry I
42810,C.Campus.2019.Spring.DANCE 181W.1,DANCE 181W,Country West Social Dance  Begin
42812,C.Campus.2019.Spring.CHEM 351.2,CHEM 351,Organic Chemistry I
42814,C.Campus.2019.Spring.DANCE 184M.1,DANCE 184M,Intl Standard Beginning
42816,C.Campus.2019.Spring.CHEM 351.3,CHEM 351,Organic Chemistry I
42818,C.Campus.2019.Spring.DANCE 185M.1,DANCE 185M,Intl Latin Beginning
42820,C.Campus.2019.Spring.CHEM 351.4,CHEM 351,Organic Chemistry I
42822,C.Campus.2019.Spring.ECON 150.7,ECON 150,Econ Principles & Problems Micro
42824,C.Campus.2019.Spring.DANCE 185M.2,DANCE 185M,Intl Latin Beginning
42826,C.Campus.2019.Spring.CHEM 351.5,CHEM 351,Organic Chemistry I
42828,C.Campus.2019.Spring.DANCE 399R.1,DANCE 399R,Research and Creative Practicum
42830,C.Campus.2019.Spring.CHILD 325.1,CHILD 325,Professional Development
42832,C.Campus.2019.Spring.ECON 150.8,ECON 150,Econ Principles & Problems Micro
42834,C.Campus.2019.Spring.CHILD 498R.1,CHILD 498R,Internship
42836,C.Campus.2019.Spring.ECON 150.9,ECON 150,Econ Principles & Problems Micro
42838,C.Campus.2019.Spring.ECEN 150.1,ECEN 150,Electric Circuit Analysis I
42840,C.Campus.2019.Spring.CIT 262.1,CIT 262,System Analysis and Design
42842,C.Campus.2019.Spring.ECON 150.18,ECON 150,Econ Principles & Problems Micro
42844,C.Campus.2019.Spring.CIT 345.1,CIT 345,Wireless Networking
42846,C.Campus.2019.Spring.ECEN 150.2,ECEN 150,Electric Circuit Analysis I
